Austen,Austen_Title,Austen_Title2,PROTAG.NAME,PROTAG.GENDER,Combination,Combination_Class,Combination_Class2,STORY.ID,Short_Title,Author_Gender,Canonicity,PUB..DATE,GENRE,PREDICATE,AGENT,PATIENT,POSESSOR,AFFECT,COGITATION,SOCIABILITY,POLARITY,COMMUNICATIVENESS,DESCRIPTIVENESS,ABSTRACTION,DISTINCTIVENESS_SKEW,DISTINCTIVENESS_SKEW.woSaid.,DEPTH,CLASS.SIMILARITY,HOMOGENEITY,DISTINCTIVENESS_KL,EMBODIMENT,CLOTHES,MOTION,PHYSICAL,PERCEPTION,VALUATION,CENTRALITY,ENSEMBLE,MENTIONS,POPULATION,SOCIO,COMM,COG_PER,COG_PER_RATIO
,,,Harold,M,m_M,All,Male_Male,Chadwyck_1822_Neal_LoganAFamily,1822_Neal_LoganAFamily,m,non,1822,rom,-0.0728191028,-0.1446802083,-0.0786633043,0.1964875659,0.1944522324,-0.5176474441,1.6456677411,-0.7147512654,-0.5533179668,-0.1678162697,-0.0269906938,-0.1665801817,1.0983001519,-1.009735593,0.2906460239,0.6450235258,0.026490136,2.3523214163,-0.5153506081,0.0800713093,0.1355962783,0.212890785,0.1060459301,2.7151240216,-0.0343466195,2.2859100514,-0.6698383395,1.1304572776,-0.5803403349,-0.2949787865,-0.5701062216
,,,Jane,F,f_F,Female_Female,Female_Female,Chadwyck_1822_Sedgwick_ANew-EnglandTale,1822_Sedgwick_ANew-EnglandTale,f,can,1822,rom,-0.5313155151,-0.0056010537,-0.5826613042,0.6873239158,0.270210662,0.5794464292,-0.3554951685,0.1396874798,-0.1881921999,-0.3907138494,-0.4610387637,0.1546755404,1.0665586221,-0.2977418223,0.6263430701,0.6382505963,-0.0545614265,-0.1005938557,-0.4207347362,-0.3478248582,-0.3750029521,-0.2619631212,0.0853500735,1.271848207,1.2739473417,2.0238666535,0.6976737347,-0.6579372914,-0.098282363,0.3184959895,0.3204394963
,,,Elizabeth,F,m_F,All,Mixed,Chadwyck_1823_Cooper_ThePioneersvolume,1823_Cooper_ThePioneersvolume,m,can,1823,rom,-0.5870165871,0.9088677491,1.3526037813,-1.0070751778,0.8681611241,-1.1389407486,1.4407995684,0.1396874798,-0.1979731033,-0.3722293976,-1.0579907801,-0.6765457789,0.3288641587,-0.9045138507,-0.597820796,0.9551345428,-0.4260430604,-0.6366005636,-1.0520724968,-1.0224798931,-0.2756380064,0.6292807899,-0.2160475518,-0.7189700526,-0.6884936001,-0.818741958,-0.4811504004,1.5964403762,-0.3715719276,-0.5694645127,-0.9986927271
,,,Walter,M,m_M,All,Male_Male,Chadwyck_1823_Galt_TheEntailor,1823_Galt_TheEntailor,m,non,1823,rom,-0.447994623,-0.9340307305,-0.2260150292,1.0965986345,-1.1042637035,-0.8361585686,-0.3597501135,0.5669068524,-0.1272639441,-0.5008914981,0.2158815681,0.0063322162,0.3408380287,-1.8854409594,0.4813306006,0.8804591497,-0.3670633108,-0.4014413137,0.5871768156,0.0677508123,-0.4674283967,-0.9605089912,-0.8452629491,-0.4497039847,-0.6884936001,-0.2632187158,-0.3496448161,0.5927992658,0.1657082252,-1.1215298882,-0.0322197171
,,,Hammond,M,m_M,All,Male_Male,Chadwyck_1823_Neal_ErrataorThe,1823_Neal_ErrataorThe,m,non,1823,rom,-0.001833895,-0.6539711215,1.1193215497,-0.1543238831,-0.2817436108,-1.1861275819,-0.2313556691,0.994126225,1.5128731882,0.046754628,1.1760831219,1.4162974363,-0.721337719,0.9647472699,0.6322943685,-0.1139826543,0.8487858513,2.5048176917,-0.3936337194,-0.0744257872,0.8732983403,-0.0774567513,-1.1675495033,0.5612087576,1.2739473417,-0.7720779842,-0.6770899697,0.9549042253,1.4371966108,-0.9554468819,-0.8082493938
,,,Molton,M,m_M,All,Male_Male,Chadwyck_1823_Neal_RandolphANovel,1823_Neal_RandolphANovel,m,non,1823,rom,0.548408394,-0.509179906,0.6445525116,-0.3650761482,0.1051655118,-0.9344644712,0.8295143758,-1.1419706379,-0.2708482548,0.0636316183,-0.7343724761,-0.5541343329,-0.4813283149,-0.7498859888,0.5128215562,-0.1422953763,-0.1758157455,1.3215505238,0.33956741,-0.4465136673,-0.3364049187,0.5388869366,-0.1644680529,-0.1769967537,-0.6884936001,-0.6361569506,-0.6913092868,1.1657405488,-0.4129050403,-0.4560600769,-0.8829816174
,,,Archibald,M,m_M,All,Male_Male,Chadwyck_1823_Neal_Seventy-sixvolume1,1823_Neal_Seventy-sixvolume1,m,non,1823,rom,-0.3385469985,-1.0984596685,0.8834496039,0.5224080392,-0.7606451122,-1.6933860394,-0.3458686481,-0.7147512654,1.0624003967,-0.2018803661,1.0198389113,1.3971305289,0.0412521459,1.2774549329,0.6545033021,1.3534369547,0.5781267086,3.5429051362,0.8788807113,0.7775138526,0.1285379462,0.2241437962,-0.6209604965,0.0310388136,1.2739473417,0.1057787213,-0.439564195,1.3569149245,0.926704619,-1.1985238343,-1.1650963146
,,,Heer,M,m_M,All,Male_Male,Chadwyck_1823_Paulding_KoningsmarketheLong,1823_Paulding_KoningsmarketheLong,m,non,1823,rom,-0.1182830518,-1.193454359,-0.0562814283,0.9649903313,0.4379614704,-1.2529755957,-0.5506758595,-0.7147512654,-0.6708544432,0.3268397768,0.041696467,-0.6333559084,0.3076944753,2.9555909293,-0.6473097005,-1.3255296689,-1.0965285385,0.4586407391,0.2201910876,0.2368090617,-0.3015633831,-1.0325716951,0.8221203964,-0.5020238715,-0.6884936001,-0.2232982327,0.0958838104,0.8835665062,-0.321084489,-1.479459528,-0.3153100349
,,,Quentin,M,m_M,All,Male_Male,Chadwyck_1823_Scott_QuentinDurwardin,1823_Scott_QuentinDurwardin,m,can,1823,rom,-0.7284887424,-0.2189564742,0.2221078316,0.5248992775,-0.7254715556,0.5519207764,-0.3840459132,0.5669068524,0.3386293347,-0.5504958713,-0.4256677931,2.1736975224,0.1393528938,-1.0706211083,0.9110293598,-0.0757448985,-0.4882683191,-0.5014295585,0.1195385694,-0.8266542098,-0.3259480153,-0.0807051865,-0.1213868407,-0.6402615005,-0.6884936001,-0.0552887202,-0.5857015284,-0.6452501695,0.3404714377,0.3868482835,0.1624106765
,,,Mowbray,F,m_F,All,Mixed,Chadwyck_1823_Scott_StRonanWell,1823_Scott_StRonanWell,m,can,1823,rom,0.2638059345,-1.6372214133,0.2755761872,0.8395913276,0.2864446112,-0.6749368883,-0.3781536126,-1.1419706379,0.1255851594,0.1345546489,0.3347945976,0.4788457018,2.1817222696,-0.023369248,0.2166322106,-0.1107300149,-0.6006844039,-0.7639571662,0.1526372079,-0.7398117954,0.0651371621,-0.9238779877,-0.4962569318,-0.2638612673,-0.6884936001,-0.6490657692,-0.4919611391,0.4426361131,0.3912159234,-0.9787545441,0.06270388
,,,Castruccio,M,f_M,All,Mixed,Chadwyck_1823_Shelley_ValpergaOrthe,1823_Shelley_ValpergaOrthe,f,can,1823,rom,-0.5825869658,0.2610686877,-0.7102999147,0.602267327,0.3892596228,0.38676686,-0.2595324725,0.1396874798,-0.8406869416,-0.570738152,-0.3966096976,-0.774567921,-0.0952235848,0.1031217392,0.0108311505,-0.2558692993,-0.6397621754,-0.2541249274,-0.6551856034,-0.3258052975,-0.3808818103,0.3983116649,0.0031808123,-0.1387635067,-0.6884936001,0.9314457822,-0.4096361289,-0.4482486875,-0.9039289535,0.4960309832,-0.2136472827
,,,Van Tromp,M,m_M,All,Male_Male,Chadwyck_1824_Brainard_LettersFoundin,1824_Brainard_LettersFoundin,m,non,1824,rom,-0.1344181036,4.3933168197,-1.0974006051,-2.4408999884,-0.000355158,-0.0733047642,2.2469845703,-1.1419706379,0.3141679728,-1.0351331552,-0.7786467357,-1.1176768764,-0.8871663959,-0.6580128496,-1.4167623993,-1.3815188834,2.2832955699,-1.5712382678,-1.0520724968,0.4162433949,1.3117841336,0.5254184181,-1.3553701497,-0.5690279617,1.9280943223,-0.9736842571,4.5402727986,0.9830326273,0.1379623062,0.203149251,-0.4856096701
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1824_Child_Hobomok1824,1824_Child_Hobomok1824,f,non,1824,rom,-0.4706026633,-0.5316681565,-0.9928651693,1.2511170284,0.2485653964,0.8625674287,-0.554801134,-0.2875318928,-0.5420890529,-0.3479433025,0.6630857484,-0.8972904808,-0.412352508,-0.3646499991,-0.0201804785,-0.4421887258,-0.4206984418,1.111195386,-0.2156227175,-1.3162284357,0.1034919201,0.8551178621,-0.8185234487,1.2112867498,-0.0343466195,0.8249278695,1.1858789159,-0.989873845,-0.7601863765,1.0898317697,-0.2176641126
,,,George,M,m_M,All,Male_Male,Chadwyck_1824_Hogg_ThePrivateMemoirs,1824_Hogg_ThePrivateMemoirs,m,can,1824,rom,-0.3032327738,0.2049031624,-1.3020978436,0.7833891117,-0.9716864517,1.0119924007,-0.6290651006,0.994126225,-0.1968647072,-0.2644861227,-0.2097792782,-0.5958416409,0.0304282816,1.2437332325,-0.2994934166,-0.925518935,0.0731171942,0.5838952913,0.354978664,0.9901223374,-0.8596395442,0.9847054251,0.250083594,0.2662462149,0.6198003611,-0.7693220871,0.3130363963,-1.1524257174,-0.4758763347,1.2694545541,-0.2128209912
,,,Edward,M,m_M,All,Male_Male,Chadwyck_1824_M'Henry_O'HalloranorThe,1824_M'Henry_O'HalloranorThe,m,non,1824,rom,0.6995781711,0.8986703586,0.1589413692,-1.2038466122,-0.5441924562,0.5676497208,1.9927692527,-0.7147512654,0.1717351387,0.5938045714,-0.369199917,0.1243126681,0.8498026817,2.0046351125,0.6033616164,0.401546629,-0.5302457676,-0.9216769786,0.159606995,-0.5633708827,-0.0623879026,0.5373584493,-0.1110898598,-0.4787709335,-0.0343466195,-0.1050587226,-0.2450504732,0.3120608034,0.0012767328,0.7046555591,-0.1985682692
,,,Alan,M,m_M,All,Male_Male,Chadwyck_1824_Scott_Redgauntletinthe,1824_Scott_Redgauntletinthe,m,can,1824,rom,0.2914671094,-0.007266011,0.6199714012,-0.5369237422,-0.257392687,1.3187068169,-0.4119976877,0.994126225,0.8978426435,0.0226543366,0.1673114556,1.9232287738,0.1978935456,0.2148206963,0.8516513666,0.923437487,-0.8240653578,-0.8576545156,0.066056403,-0.7632789494,-0.3691742537,-0.6188666263,-0.8769482373,-0.2706298304,-0.6884936001,-0.6372413683,-0.5338236757,-1.3350960646,1.022726284,0.7136140618,1.182581248
,,,Ellen,F,f_F,Female_Female,Female_Female,Chadwyck_1824_Sedgwick_RedwoodATale,1824_Sedgwick_RedwoodATale,f,can,1824,rom,-0.3513331897,-0.1025821471,-0.5584323737,0.6216614924,0.2729163202,0.1626294021,-0.4370939876,1.4213455976,-0.1393447207,-0.131374384,0.1409420187,0.4992217255,0.088831713,-0.625673765,1.0002342994,0.5805099504,-0.3345446888,0.2784398849,0.0213714622,-0.8559097964,-0.0891343489,-0.6465602215,-0.1862372237,0.1066138103,-0.6884936001,0.5391592981,-0.2512771624,-0.3224962772,0.0613671178,-0.1939883831,0.4089011481
,,,Zachary,M,f_M,All,Mixed,Chadwyck_1824_Sigourney_SketchofConnecticut,1824_Sigourney_SketchofConnecticut,f,non,1824,rom,3.2404424225,-0.1559370445,-0.1388655641,-1.9994492238,-2.2433458057,-1.8506754836,2.9071724693,0.1396874798,-0.5301995848,4.1481892723,-0.4052751008,-1.2460044871,-1.0821978784,-0.0135167394,-1.9796077068,-1.8161893464,0.6488969005,-1.5712382678,-1.0520724968,-1.8577797155,2.652957652,1.6926242547,0.9288600072,-0.7642335888,3.2363882834,-1.1635493889,0.7057224921,2.8253545006,-0.9972916959,-0.5939498827,-1.4383742325
,,,Lucretia,F,f_F,Female_Female,Female_Female,Chadwyck_1825_Child_TheRebelsor,1825_Child_TheRebelsor,f,non,1825,rom,-0.4083821355,-0.3219599463,-0.1285397166,0.5777001711,-0.0328230564,-0.0693725281,-0.6109108956,-1.1419706379,0.4504856224,-0.5042538603,0.7375141749,0.5564583783,-0.9426044405,0.6805324146,0.7878641936,0.7045374159,-0.0435259775,1.0533527177,-0.2904937937,-1.2602176301,-0.3585417907,1.2133490483,-0.9208871689,0.427793364,-0.6884936001,0.0083017332,0.5805432532,-0.1882555291,0.061504133,0.5463856986,-0.7150384019
,,,Lionel,M,m_M,All,Male_Male,Chadwyck_1825_Cooper_LionelLincolnor,1825_Cooper_LionelLincolnor,m,can,1825,rom,1.6180432432,-0.1559370445,0.7838268208,-1.4176923999,-0.5983056202,-0.8636842213,1.4145551358,-0.2875318928,0.7354666722,1.8249611042,-0.2050559585,1.349240534,0.4309813128,1.7313601571,0.7214661589,0.6631763214,-0.3999801813,-1.0943733793,-0.7407352523,-0.396380795,0.2670425325,0.2828579365,-0.5560854164,1.5648422978,0.6198003611,0.3661962351,-0.3567921501,1.3421793794,0.6036839785,-0.527942697,-0.7691714454
,,,Monsieur,M,m_M,All,Male_Male,Chadwyck_1825_Paulding_JohnBullin,1825_Paulding_JohnBullin,m,non,1825,rom,1.4201592504,0.0562075525,1.0737293584,-1.5972781985,2.4969673604,-1.4259939843,-0.8490688724,-0.2875318928,0.4354189212,0.7486012881,0.0213614502,-1.0945847116,-1.2249518197,-0.7593756228,-1.1775156251,-2.0860810206,2.4353399882,-1.5712382678,-1.0520724968,-0.4440458348,2.2832106101,-2.0192460895,-1.3553701497,-0.7735161785,-0.6884936001,-1.1753279075,1.1810132117,0.9147158088,1.0054943287,-2.1011725119,1.2192490265
,,,Edward,M,f_M,All,Mixed,Chadwyck_1825_Sedgwick_TheTravellersA,1825_Sedgwick_TheTravellersA,f,can,1825,rom,-0.6687310239,0.4501265926,0.0557519719,0.0985496009,-1.6102217869,-0.8007684436,-0.8490688724,-0.7147512654,0.8788464969,-0.3917794353,0.6425635574,-0.0381239314,-0.6418728105,0.1779818361,0.2483332256,-0.1582287228,0.3969119438,0.3135903957,-0.43678563,0.2051635562,1.5694106899,0.7148908346,-1.3553701497,-0.153639608,0.6198003611,0.068185762,3.7084517257,0.3615392461,0.6096703718,-0.2656454588,-0.8728063245
,,,Heyward,M,m_M,All,Male_Male,Chadwyck_1826_Cooper_TheLastof,1826_Cooper_TheLastof,m,can,1826,rom,-0.0061506046,0.0727813515,3.2494175836,-1.8576459916,-0.1410493844,-0.1204915975,1.6116672611,0.994126225,-0.0518672403,0.244756455,-0.5031521708,-0.1041320312,-0.2307262684,-0.7823822458,0.2886758047,-0.1321092152,-0.6466461603,-0.9351312762,-0.7023430679,0.327259757,-0.2843586612,1.5549947333,-0.6071636729,1.6599772675,-0.6884936001,0.4250575326,-0.3519363964,0.7651749276,-0.5093541147,0.6758100494,-0.8207711308
,,,Vivian,M,m_M,All,Male_Male,Chadwyck_1826_Disraeli_VivianGrey,1826_Disraeli_VivianGrey,m,can,1826,rom,-0.091146855,-0.2256107547,-0.1919126423,0.3298334742,-0.2655096616,0.5873109014,-0.2892478674,-1.1419706379,-0.094870708,-0.2910435896,-0.551731709,1.5309261383,0.6759883324,-0.9184182357,1.0174251596,0.2845920953,-0.2100602814,-0.1207742421,0.2451659009,-0.3147920354,-0.0402343106,-0.1565631625,0.4652226469,2.3212969068,-0.0343466195,0.5681749015,-0.7037681066,-0.6378251484,-0.0422834285,0.3766994549,0.2396302581
,,,Martha,F,m_F,All,Mixed,Chadwyck_1826_Flint_FrancisBerrianor,1826_Flint_FrancisBerrianor,m,non,1826,rom,0.0081621979,-0.0864804492,-0.081433501,0.1017073685,0.554304773,-0.5844954579,-0.5564865094,-0.7147512654,-0.1657076271,-0.0102520719,0.6012548499,-0.6911634185,-0.6045729944,-0.5740035252,0.4188926977,-0.7654371524,-0.0301771477,-0.1381855572,-0.116456037,-1.1279881619,-0.0388264898,0.5523091578,0.2459458206,-0.3986648057,-0.0343466195,-0.8932122357,-0.4880094012,0.2897454869,-0.3185972227,-0.1788178929,-0.7281390743
,,,Mr. Ashley,M,m_M,All,Male_Male,Chadwyck_1826_Paulding_TheMerryTales,1826_Paulding_TheMerryTales,m,non,1826,rom,-0.0822967138,1.7609409856,0.5774023824,-1.5257329452,-0.8093469597,-1.4024005677,-0.8490688724,0.1396874798,2.8747141896,0.0715102619,0.7417097068,-0.8545605595,-1.4258647296,0.5134332233,-0.1969228986,-1.3127755612,4.191694696,-0.1528085139,-1.0520724968,0.7974794073,-0.8596395442,-1.5734720538,-1.3553701497,-0.5031008855,-0.0343466195,-1.2984987887,0.6076224551,0.8938412216,3.1536392506,-1.8624850097,0.1604221564
,,,Raymond,M,f_M,All,Mixed,Chadwyck_1826_Shelley_TheLastMan,1826_Shelley_TheLastMan,f,can,1826,rom,-0.5620227975,-0.3091597747,-0.4923590793,0.8749261088,0.6435914936,-0.2699165695,-0.0684659876,-1.1419706379,-0.7333264807,-0.6977772282,-0.0372184224,-0.930229011,-0.9654936972,-1.0454787647,0.2183723076,0.1019896257,-0.8656767158,-0.2740299427,-0.695472022,-0.529134881,-0.3903731359,-0.2915837417,0.4756041261,-0.5081862013,0.6198003611,-0.1829388854,-0.4938935549,0.2108353025,-0.5990971698,-0.3529003062,-0.1674430241
,,,Ishmael,M,m_M,All,Male_Male,Chadwyck_1827_Cooper_ThePrairievolume,1827_Cooper_ThePrairievolume,m,can,1827,rom,0.778178151,0.1990759811,1.030318377,-1.2417611101,-0.717354581,-0.4193415415,3.4365756623,-1.1419706379,-0.056908805,0.6025505524,-0.7607101263,-0.5957623646,0.4772765944,-0.7907484454,-0.1911985908,-0.5248626479,-0.3696334653,-0.9881589117,-0.4429798266,0.9421131082,-0.458873389,0.0602572487,-1.3553701497,-0.4115269404,0.6198003611,-0.8352677446,-0.4539537364,1.7752905348,-0.0710575902,-0.2944466987,-0.4507266186
,,,Wilson,M,f_M,All,Mixed,Chadwyck_1827_Royall_TheTennesseanA,1827_Royall_TheTennesseanA,f,non,1827,rom,-0.4091160532,0.405419049,0.9731379866,-0.5557213738,-0.3737359896,-0.8086329158,-0.4079213695,0.1396874798,0.1337413249,-0.4029702826,-1.2550850143,-0.0349520753,-0.0859543789,0.3007930016,0.4613298945,0.3035336044,-0.3103620297,-0.7159545323,-0.581840297,0.7039262126,-0.3955399626,-0.9168299766,0.0530413,-0.2371967836,-0.6884936001,-0.4436675003,-0.1963464604,0.5487615755,0.3967514548,-1.0786462015,-0.0515131548
,,,Hope,F,f_F,Female_Female,Female_Female,Chadwyck_1827_Sedgwick_HopeLeslievolume,1827_Sedgwick_HopeLeslievolume,f,can,1827,rom,-0.6225085398,0.4533378055,-0.8709704343,0.5811669919,-0.4034982298,0.1115103327,-0.414919743,-0.7147512654,0.1113520165,-0.6510996778,0.4128357387,1.2828268439,-0.4182835216,1.3950145324,1.0233787112,0.6853013771,-0.3759093856,0.9883644054,1.1075318023,0.0516871555,-0.3183214433,-0.2156173697,-0.299318086,-0.415275326,-0.6884936001,0.4670901466,-0.2393948309,-0.2682070422,0.1679968659,-0.0204047336,0.0075947998
,,,Wilder,M,m_M,All,Male_Male,Chadwyck_1828_Cooper_TheRedRover,1828_Cooper_TheRedRover,m,can,1828,rom,-0.7995834754,-0.2649898387,-0.8409979639,1.1979293456,-0.70382629,0.2805964852,-0.4764584653,-1.1419706379,-0.3144144977,-0.5901753192,0.0695019828,-0.4182729994,-0.0512938289,0.1102426358,0.2092859983,-0.5127798439,-0.0332277122,0.53894756,-0.6548960956,-0.4177509622,-0.5983084413,0.6024718852,-0.5056564294,2.3334093327,-0.0343466195,0.1101585716,-0.4522666758,-0.4429545442,-0.4724762107,0.5148989054,-0.3579918667
,,,Mr. Clenning,M,m_M,All,Male_Male,Chadwyck_1828_Flint_TheLifeand,1828_Flint_TheLifeand,m,non,1828,rom,2.0422425476,0.2654592774,0.1460137254,-1.6503951272,0.7653461126,0.0250011384,1.2174717032,1.8485649702,-0.8196507691,1.5971739816,-1.0348746843,-1.0402100573,-0.6583687832,-0.3099190568,-1.7992360867,-1.8144472477,-1.169948268,-1.0651480388,-0.1709579244,-1.3117592817,3.7783528887,0.156407031,-0.6013523994,-0.2734367909,-0.0343466195,-0.812904512,0.065262887,0.4753699361,-0.8125687033,0.0966780095,-0.2674015813
,,,Ellen,F,m_F,All,Mixed,Chadwyck_1828_Hawthorne_Fanshawe1828,1828_Hawthorne_Fanshawe1828,m,can,1828,rom,-0.3563370568,-1.4210406099,-0.7849835638,1.69440673,0.026701424,1.9596613019,-0.7269147018,-1.1419706379,-0.8518271019,-0.1404508695,-0.1416622752,-1.0932947344,-0.7578808232,-0.4937573837,-0.7267018746,-0.9094610752,-0.7972963063,0.1239582546,-0.7916570444,-0.6498561507,-0.8596395442,-0.1818818844,0.2045920072,-0.3385086729,0.6198003611,0.9802183073,2.0127546812,-2.0308721516,-0.7423854044,1.4253137835,1.0542747642
,,,Thornton,M,m_M,All,Male_Male,Chadwyck_1828_Lytton_PelhamOrThe,1828_Lytton_PelhamOrThe,m,non,1828,rom,-0.1121267857,0.0862040645,0.2096675619,-0.1027188719,-0.7931130105,-0.3092389305,1.4076929887,0.994126225,0.1177391538,-0.0551537634,0.1390377566,-0.3183373,-0.599433727,-0.7161985036,0.459381552,0.4728303519,-0.1003365708,-0.0639430519,2.4469076536,-0.0839056084,0.0036976297,0.4311387271,-0.9810865759,-0.7916302772,-0.6884936001,-0.888553579,-0.4821747076,0.84882253,-0.0177175965,-0.0259040884,-0.5572997169
,,,George,M,m_M,All,Male_Male,Chadwyck_1828_Neal_RachelDyerA,1828_Neal_RachelDyerA,m,non,1828,rom,0.3902403733,0.1000275932,2.5324616237,-1.7455266764,0.676059392,-1.602944609,0.1892417479,-1.1419706379,-0.0733952903,-0.2636317453,-0.1987783795,-0.9461882552,-0.321904013,-0.3446198756,-0.61269908,-0.7646635228,1.2610556278,-0.5823736181,-1.0520724968,2.4074869884,-0.8596395442,0.420900506,-1.3553701497,0.0536669353,-0.0343466195,-0.4639481842,0.6922968995,1.4955554442,-0.1933564563,-1.0312920353,-1.1634451922
,,,Martin,M,m_M,All,Male_Male,Chadwyck_1828_Paulding_TheNewMirror,1828_Paulding_TheNewMirror,m,non,1828,rom,-0.8861852042,1.9531909219,-0.7352741502,-0.3892964604,-2.1892326417,-1.7720307615,-0.8490688724,-0.2875318928,-1.1035355868,-1.0351331552,-3.2424081994,-1.6517799783,-2.0378804456,-0.1175182753,-2.9759137548,-2.1431135437,2.6656271874,1.6867175357,-1.0520724968,4.4377539559,-0.8596395442,2.9358628657,-1.3553701497,-0.4479734575,-0.6884936001,-1.3234002189,0.4303205712,1.2208764222,-1.9017188427,0.0816673889,-1.5045782778
,,,Lady Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1828_Rowson_CharlotteDaughteror,1828_Rowson_CharlotteDaughteror,f,non,1828,rom,0.2594085504,-1.0162112014,-0.1888127322,0.6569438924,0.432550154,-0.3367645833,-0.3169346816,-0.7147512654,0.0335807992,0.3769899299,-0.218384599,-0.0723752713,-0.7817950213,-0.5973697161,0.2273058111,-0.047616322,-0.5050856398,-0.485253,1.5949424337,-0.7945340311,0.1355962783,-1.6754222179,0.9098247585,-0.5348607511,-0.0343466195,0.1655326683,1.9472146186,0.1684493139,0.5279521007,-1.0889256196,1.7541349202
,,,Mrs Reynolds,F,f_F,Female_Female,Female_Female,Chadwyck_1828_Sedgwick_RomanceinReal,1828_Sedgwick_RomanceinReal,f,can,1828,rom,-0.4810254108,-1.0830089618,-1.5176813694,1.9448620388,-1.2584862209,-0.4193415415,1.5380751459,0.1396874798,-0.3748094524,-1.0351331552,-0.3446687986,-1.4126930771,-1.5608790122,0.0430737372,-1.2458805691,-1.782978534,1.2080894085,-0.2721156895,-1.0520724968,0.5035357099,0.2565127779,-1.6790135482,0.0962901108,-0.3266860669,-0.6884936001,-0.310267214,8.411519936,0.9995147491,0.1472516246,-1.1545521346,1.6552567972
,,,Ruth,F,m_F,All,Mixed,Chadwyck_1829_Cooper_TheWeptof,1829_Cooper_TheWeptof,m,can,1829,rom,-0.2402725485,-1.1947198532,-1.1218490681,1.6417361186,0.0970485372,-0.9148032907,-0.8490688724,1.8485649702,-0.4757812554,0.3894357729,-0.4162664267,-0.7362310143,-0.1016967153,0.2176064653,-0.5419917332,-1.1891096991,-0.638427613,0.7258966746,-1.0520724968,-0.1818161384,0.7597272786,1.0275202849,1.0140347032,-0.6562391372,-0.0343466195,-0.8295762848,-0.3468115386,0.4624330846,-0.7492981038,-0.1992182582,-0.9967350067
,,,George,M,m_M,All,Male_Male,Chadwyck_1829_Flint_GeorgeMasonthe,1829_Flint_GeorgeMasonthe,m,non,1829,rom,-0.0613573889,-0.4945768325,-1.1070299896,1.011793561,-0.527958507,0.5794464292,-0.5766161667,-1.1419706379,-0.8852092394,-0.2109051476,0.8623019192,-1.0320981588,-0.6358969202,-0.3146700453,-0.7872629783,-1.2198339826,-0.7825086667,-0.1255746793,0.6904196573,-0.414003978,-0.2863836875,0.1229789647,-0.1127489145,0.7234068901,0.6198003611,0.0220555279,1.107925812,-0.7482929772,-0.8639456384,0.5088578245,0.0383478014
,,,Sopus,M,m_M,All,Male_Male,Chadwyck_1829_Paulding_Talesofthe,1829_Paulding_Talesofthe,m,non,1829,rom,-0.0861603603,1.6284210949,-0.1206465345,-1.0395504582,0.703115974,0.2687997769,-0.5371953253,-0.7147512654,0.4673630483,-0.4392482445,0.1648238432,-0.1635661511,-0.8437050987,0.2906646763,0.5705204741,-0.8867426571,0.3705769013,0.2108913927,-0.3872021082,-0.1881949443,-0.4221731908,1.2256335118,-0.2174386663,-0.7500312268,-0.6884936001,-0.9464114278,0.4795907161,-0.4573358824,0.0736403577,0.8139437338,-0.5906135121
,,,Jessy,M,m_M,All,Male_Male,Chadwyck_1830_Flint_TheShoshoneValley,1830_Flint_TheShoshoneValley,m,non,1830,rom,-0.2974003452,0.106326722,-0.2819424455,0.2818029928,-0.0355287146,0.7170746928,0.333451561,2.2757843428,-0.3159225089,-0.2477675523,0.2606801428,-0.4110026101,-0.4055839095,0.4650806701,0.5727947455,-0.0494321547,-0.8385687506,-0.0355015321,-0.5937148365,-0.6792219007,0.3467069435,0.4322611139,0.0174753057,-0.5224712382,-0.6884936001,-0.7365063932,-0.5347579852,-0.4981844925,-0.4234389394,0.7682217999,-0.0753534751
,,,Butler,M,m_M,All,Male_Male,Chadwyck_1830_M'Henry_TheBetrothedof,1830_M'Henry_TheBetrothedof,m,non,1830,rom,-0.6541169337,0.2582382941,-0.7175017864,0.6566089125,1.2550702467,0.0525267911,-0.4689729975,0.1396874798,-0.2768055621,-0.7325353571,0.2847079472,-0.5245339547,-1.1462461245,-2.3611709022,-0.1353989408,-0.7472787745,-0.48902993,-0.7955344902,-0.6469171151,-0.6586304122,-0.5930584926,-1.1813559765,1.7650515233,-0.0491767541,0.6198003611,0.0161780155,1.6789704588,-0.238108114,0.0913706081,-0.5435899985,1.0374689589
,,,Lucia,M,m_M,All,Male_Male,Chadwyck_1830_Paulding_Chroniclesofthe,1830_Paulding_Chroniclesofthe,m,non,1830,rom,0.1325355552,0.1637429249,0.2474405843,-0.3444513556,0.6949989994,2.4197329262,0.333451561,0.5669068524,0.3584712036,-0.131374384,-0.0780290709,0.1920649235,-0.6342476231,0.1426448111,0.4328957552,-0.2591412756,-0.2434992852,-0.5093859905,-0.5478791249,-1.7458590781,-0.1961489162,-0.2664184219,1.2334241421,-0.7491032316,1.9280943223,-0.6312159459,0.9336896031,-2.0046338739,0.414061275,1.7392473692,1.4250749072
