"","x"
"00010230.txt",0.0901941508970263
"00010231.txt",0.0913247808967357
"00010232.txt",0.0900539311966682
"00010235.txt",0.0912110373019928
"00010236.txt",0.0880676685554734
"00010238.txt",0.0868032104543955
"00010239.txt",0.0852086581260309
"00010240.txt",0.0947921395253979
"00010241.txt",0.0814541820226123
"00010246.txt",0.0925075241565025
"00010250.txt",0.0909937888198758
"00010254.txt",0.0845170367651557
"00010255.txt",0.0891949870159196
"00010256.txt",0.0981628120864084
"00010258.txt",0.0707692631534632
"00010261.txt",0.0894158692873674
"00010265.txt",0.0979481896155804
"00010267.txt",0.100914528931324
"00010268.txt",0.0909901696527668
"00010269.txt",0.0778480228089748
"00010270.txt",0.0891381724021191
"00010272.txt",0.0906608639250107
"00010273.txt",0.112710750678563
"00010275.txt",0.0901119462877951
"00010279.txt",0.0931720668737979
"00010280.txt",0.100472079011119
"00010282.txt",0.0951104758501578
"00010286.txt",0.0989095679265393
"00010292.txt",0.0874089373309237
"00010293.txt",0.115480446322175
"00010294.txt",0.0965681457404188
"00010298.txt",0.0899439341524514
"00010299.txt",0.0916531835918911
"00010301.txt",0.0946924082922218
"00010302.txt",0.115382610961522
"00010303.txt",0.0819799660017479
"00010307.txt",0.0780571142432142
"00010310.txt",0.0976469671588297
"00010312.txt",0.0931466329173534
"00010316.txt",0.0945997702029874
"00010320.txt",0.106838537357198
"00010321.txt",0.0937488461396448
"00010322.txt",0.0888773233311199
"00010323.txt",0.11148732920058
"00010326.txt",0.0868507983116168
"00010328.txt",0.0812031925741008
"00010330.txt",0.0751298847978315
"00010333.txt",0.0913783794461198
"00010334.txt",0.0878236772315975
"00010336.txt",0.103239301702735
"00010337.txt",0.0968539989661029
"00010341.txt",0.0973832497105365
"00010344.txt",0.0908314686138264
"00010345.txt",0.0975080939335785
"00010346.txt",0.0918252972227278
"00010347.txt",0.0969228852622399
"00010350.txt",0.0679250007825461
"00010353.txt",0.0915938074288578
"00010355.txt",0.099483427279436
"00010357.txt",0.0901795662981058
"00010358.txt",0.0866167120213575
"00010359.txt",0.0999061848019379
"00010361.txt",0.107565746126767
"00010362.txt",0.107220767888307
"00010364.txt",0.0907880986651419
"00010365.txt",0.0741383952611739
"00010366.txt",0.0975095457913034
"00010367.txt",0.11857640841111
"00010374.txt",0.0708364986916519
"00010375.txt",0.0823176823176823
"00010376.txt",0.0830883326711694
"00010377.txt",0.0898617208654276
"00010378.txt",0.0934213994903488
"00010379.txt",0.0866633366633367
"00010380.txt",0.0853307323759877
"00010382.txt",0.069786273403185
"00010384.txt",0.0856708408458706
"00010385.txt",0.079418146951958
"00010392.txt",0.0988907809093369
"00010393.txt",0.103535402996768
"00010394.txt",0.102995306892427
"00010402.txt",0.0794394615487934
"00010403.txt",0.102102830855587
"00010404.txt",0.102972933660054
"00010405.txt",0.090459247605894
"00010413.txt",0.0877240846207187
"00010415.txt",0.098063232029396
"00010416.txt",0.103977771278152
"00010417.txt",0.100769395169908
"00010421.txt",0.0945416335340225
"00010422.txt",0.0932545125363472
"00010425.txt",0.0940838183611385
"00010430.txt",0.0736953961917344
"00010432.txt",0.0960672840952534
"00010435.txt",0.0864851842929415
"00010437.txt",0.0772921800025937
"00010439.txt",0.0718280683583635
"00010443.txt",0.0939899625813545
"00010446.txt",0.0837571705451566
"00010448.txt",0.0799583458797551
"00010449.txt",0.0971195401794529
"00010455.txt",0.0884026674272366
"00010460.txt",0.0778735515897104
"00010461.txt",0.0837716003005259
"00010462.txt",0.0948049362280253
"00010465.txt",0.0690745014867028
"00010467.txt",0.0819613599396993
"00010470.txt",0.0923324649482242
"00010471.txt",0.0783325965051074
"00010476.txt",0.108080488576364
"00010478.txt",0.0766054337758567
"00010479.txt",0.081625832622675
"00010480.txt",0.0916842067710749
"00010481.txt",0.10394950196896
"00010482.txt",0.111503850199327
"00010483.txt",0.0977786793792474
"00010485.txt",0.087555414819506
"00010486.txt",0.0967874744196748
"00010487.txt",0.0852941342628424
"00010488.txt",0.0949252072569987
"00010490.txt",0.0874842307947679
"00010494.txt",0.081703177092055
"00010500.txt",0.0936936092428113
"00010502.txt",0.0895112310806903
"00010503.txt",0.0984365673216644
"00010507.txt",0.0848385045910763
"00010508.txt",0.0772244284640979
"00010509.txt",0.0914929445089874
"00010510.txt",0.0883885900787638
"00010511.txt",0.0962708537782139
"00010514.txt",0.0828944596587318
"00010515.txt",0.0697414671002924
"00010519.txt",0.0915780866721177
"00010521.txt",0.0855678624566044
"00010525.txt",0.0850596608196418
"00010526.txt",0.100936605000387
"00010529.txt",0.0870875849699308
"00010530.txt",0.0891045701241175
"00010531.txt",0.0722691917483936
"00010534.txt",0.078432499209929
"00010537.txt",0.0917059131344846
"00010542.txt",0.107818959889751
"00010543.txt",0.0795341663616877
"00010552.txt",0.0732518046287798
"00010554.txt",0.0935227067125023
"00010561.txt",0.0899027743373792
"00010562.txt",0.0903937751768117
"00010567.txt",0.0949063397661529
"00010571.txt",0.0929226069246436
"00010572.txt",0.0911208396475276
"00010579.txt",0.0902291293945207
"00010582.txt",0.0880891353245802
"00010583.txt",0.0977314512330391
"00010586.txt",0.076364266780006
"00010587.txt",0.0834293616040562
"00010588.txt",0.0781444365242428
"00010589.txt",0.0848556114635747
"00010592.txt",0.0840371702868576
"00010597.txt",0.0754078749252315
"00010598.txt",0.0898577213354972
"00010599.txt",0.0856829518519829
"00010603.txt",0.0807604707073263
"00010605.txt",0.0822952944611813
"00010609.txt",0.0823600309926249
"00010612.txt",0.084683596511902
"00010613.txt",0.0785502825872432
"00010615.txt",0.0920704756907304
"00010617.txt",0.084726096724023
"00010621.txt",0.0872836218375499
"00010622.txt",0.0919488639881137
"00010623.txt",0.0840279702389835
"00010625.txt",0.0792085662597585
"00010626.txt",0.073629204386546
"00010627.txt",0.0895513383430422
"00010628.txt",0.0896935846230654
"00010632.txt",0.0790614344333353
"00010644.txt",0.0923404777236072
"00010645.txt",0.091289164330333
"00010647.txt",0.0815728340011537
"00010653.txt",0.0778264802059417
"00010654.txt",0.0761658644362029
"00010658.txt",0.0873568193926478
"00010661.txt",0.0852092580849715
"00010662.txt",0.0896588724460142
"00010665.txt",0.0745853781803189
"00010670.txt",0.0901906936991215
"00010675.txt",0.0744648779017184
"00010679.txt",0.0845328589142272
"00010685.txt",0.0933495416096844
"00010688.txt",0.0778741149279102
"00010689.txt",0.0817630105858228
"00010690.txt",0.0804734094145325
"00010691.txt",0.0986054852973006
"00010692.txt",0.0739704405223131
"00010694.txt",0.0789267881850448
"00010695.txt",0.0949971803754129
"00010700.txt",0.0749658858312486
"00010701.txt",0.0608051204311942
"00010702.txt",0.0739233317557974
"00010706.txt",0.0764574219147421
"00010710.txt",0.084644369877331
"00010717.txt",0.103176520882511
"00010722.txt",0.0857609405617244
"00010723.txt",0.100503785846301
"00010724.txt",0.0951814109886161
"00010726.txt",0.0931606175404293
"00010728.txt",0.084916756069456
"00010732.txt",0.0881562025020461
"00010733.txt",0.084461568920092
"00010736.txt",0.0857927840752004
"00010743.txt",0.0729499665452383
"00010746.txt",0.0978429212370871
"00010756.txt",0.0819592921422963
"00010760.txt",0.096885970911412
"00010761.txt",0.0760516551410919
"00010766.txt",0.0894017047167484
"00010767.txt",0.0964115669541672
"00010769.txt",0.0878860246008898
"00010770.txt",0.0823014517506405
"00010775.txt",0.0948258438321094
"00010777.txt",0.0877711099560554
"00010778.txt",0.106424470044419
"00010779.txt",0.092602191943128
"00010780.txt",0.0754842865688124
"00010781.txt",0.0993496916575603
"00010782.txt",0.0739257450864753
"00010783.txt",0.0794856605220058
"00010789.txt",0.0779453030721586
"00010790.txt",0.0830522765598651
"00010791.txt",0.0859676264807075
"00010795.txt",0.0883813306852036
"00010796.txt",0.0897527812113721
"00010797.txt",0.108107365586967
"00010798.txt",0.089422249227809
"00010802.txt",0.10013148578942
"00010803.txt",0.0891437987198175
"00010805.txt",0.0928010068931201
"00010806.txt",0.0768858090847696
"00010807.txt",0.0776511005203685
"00010808.txt",0.0893733787810577
"00010809.txt",0.0760342899739098
"00010813.txt",0.0952880769339877
"00010815.txt",0.0876684449104197
"00010818.txt",0.0964363264784775
"00010819.txt",0.0915880151154253
"00010823.txt",0.107532605802502
"00010824.txt",0.0838734400773088
"00010825.txt",0.0800832755031228
"00010826.txt",0.100730941633998
"00010831.txt",0.0875491388992887
"00010833.txt",0.0827583006566278
"00010836.txt",0.102132748654574
"00010837.txt",0.079150865133918
"00010839.txt",0.0656449341396736
"00010840.txt",0.0890756302521008
"00010842.txt",0.108783581344252
"00010846.txt",0.0926052956509809
"00010847.txt",0.0936944973199423
"00010851.txt",0.0759402005117394
"00010853.txt",0.0986157404258214
"00010854.txt",0.094989817700027
"00010860.txt",0.0855074931880109
"00010867.txt",0.0917863136304307
"00010868.txt",0.081466991363594
"00010870.txt",0.0980192285416425
"00010871.txt",0.075059477934524
"00010872.txt",0.079308935971517
"00010874.txt",0.10381085277412
"00010881.txt",0.0842384513350891
"00010888.txt",0.0936801758433396
"00010889.txt",0.0753279219312381
"00010891.txt",0.0879075820512363
"00010892.txt",0.0844398759773524
"00010900.txt",0.0956130245928494
"00010903.txt",0.106174646045596
"00010906.txt",0.0864521812901752
"00010909.txt",0.0879228853614325
"00010910.txt",0.0929810527823876
"00010911.txt",0.0925602860571867
"00010912.txt",0.107455700434637
"00010915.txt",0.0986386769387589
"00010916.txt",0.103679177421402
"00010917.txt",0.0898613080787443
"00010921.txt",0.101179424424002
"00010923.txt",0.113882054308013
"00010924.txt",0.101622930673028
"00010926.txt",0.104323899842342
"00010927.txt",0.0751785803486688
"00010928.txt",0.0978290877148952
"00010931.txt",0.0941117835528658
"00010934.txt",0.0843384730166625
"00010935.txt",0.0773557349941461
"00010938.txt",0.132486388384755
"00010939.txt",0.106068388040653
"00010942.txt",0.0943018179448752
"00010946.txt",0.0863199677846172
"00010949.txt",0.107321179749187
"00010951.txt",0.091596194120162
"00010960.txt",0.0892670485428775
"00010961.txt",0.0874096081196227
"00010963.txt",0.0738048688193744
"00010964.txt",0.0768021162466015
"00010967.txt",0.10951214599887
"00010974.txt",0.0971388202048746
"00010976.txt",0.0758017135862913
"00010980.txt",0.0729248246127466
"00010983.txt",0.0735406062958043
"00010984.txt",0.0804645198062126
"00010985.txt",0.0964226517534357
"00010986.txt",0.0910152817369312
"00010988.txt",0.0792173222708239
"00010989.txt",0.125949186411647
"00010994.txt",0.0999004975124378
"00010995.txt",0.111790758176412
"00011000.txt",0.0933723068838676
"00011001.txt",0.111183140281566
"00011002.txt",0.110200824577736
"00011003.txt",0.089933322491462
"00011004.txt",0.0870565637567779
"00011006.txt",0.11330563601176
"00011008.txt",0.103680601371479
"00011010.txt",0.0724706739730635
"00011012.txt",0.0882839716213557
"00011013.txt",0.0883847379769382
"00011022.txt",0.0978952864860523
"00011026.txt",0.0968729114636463
"00011030.txt",0.0861774621619683
"00011031.txt",0.090092932048768
"00011043.txt",0.103413638860551
"00011046.txt",0.094156697778362
"00011061.txt",0.0860694290366737
"00011074.txt",0.119573558430169
"00011081.txt",0.104951464956808
"00011082.txt",0.102002876092888
"00011083.txt",0.0911116311724783
"00011087.txt",0.0911123327835807
"00011088.txt",0.0850354887504363
"00011096.txt",0.0943123922434668
"00011100.txt",0.0739372144047246
"00011101.txt",0.0751901223504226
"00011102.txt",0.0744425288980584
"00011109.txt",0.0943289880625488
"00011113.txt",0.0877136407610448
"00011114.txt",0.104153150757777
"00011121.txt",0.0849396410109566
"00011123.txt",0.0932112130040014
"00011141.txt",0.0954644979668439
"00011148.txt",0.0853335146528864
"00011149.txt",0.101015387836282
"00011156.txt",0.110095400069092
"00011166.txt",0.102128257357589
"00011169.txt",0.0927376590821442
"00011191.txt",0.0988850519819257
"00011203.txt",0.109037650278786
"00011226.txt",0.0969159077973819
"00011234.txt",0.0829814576831283
"00011235.txt",0.0899453271826414
"00011242.txt",0.093530526009034
"00011252.txt",0.10175177606412
"00011255.txt",0.0899327619897527
"00011265.txt",0.0983466666666667
"00011274.txt",0.0863646616910056
"00011277.txt",0.0803757053757054
"00011285.txt",0.0952919407894737
"00011298.txt",0.0922310642926662
"00011300.txt",0.0917671301011345
"00011302.txt",0.0976273726273726
"00011305.txt",0.118618879599534
"00011311.txt",0.0922810428194008
"00011316.txt",0.0950403934894422
"00011323.txt",0.0893111844285323
"00011339.txt",0.0954389574759945
"00011349.txt",0.0983718323530431
"00011358.txt",0.114705444211443
"00011364.txt",0.0828250134860368
"00011383.txt",0.0703776612086524
"00011384.txt",0.0922282308200612
"00011385.txt",0.114616725718464
"00011396.txt",0.0956848030018762
"00011404.txt",0.0837818264438165
"00011416.txt",0.113187654537924
"00011442.txt",0.106259571546762
"00011462.txt",0.0979361199054222
"00011468.txt",0.10102295450414
"00011469.txt",0.103988485704005
"00011472.txt",0.0851900275010144
"00011499.txt",0.0933538798031516
"00011519.txt",0.0937678615171062
"00011535.txt",0.10619635952089
"00011545.txt",0.0808192786645284
"00011552.txt",0.097898667248099
"00011564.txt",0.0859146499836256
"00011575.txt",0.0968278435826708
"00011584.txt",0.0854338997480471
"00011591.txt",0.0988889361883274
"00011592.txt",0.086417420872761
"00011593.txt",0.110119314613797
"00011606.txt",0.0929352154291848
"00011664.txt",0.0870758620689655
"00011675.txt",0.0911449827617492
"00011681.txt",0.0934433288760964
"00011703.txt",0.0902737964268559
"00011709.txt",0.088866669387422
"00011711.txt",0.13217069671777
"00011724.txt",0.0820206173625992
"00011730.txt",0.0957179645433843
"00011736.txt",0.0786579832381359
"00011762.txt",0.105380707198145
"00011773.txt",0.0978144788893401
"00011774.txt",0.0908557679646632
"00011775.txt",0.0985224963992407
"00011779.txt",0.0981584750881432
"00011780.txt",0.0754791984993602
"00011781.txt",0.0966692801347388
"00011782.txt",0.0935541927742968
"00011783.txt",0.0811276256405036
"00011790.txt",0.0760993732057892
"00011793.txt",0.108352406284795
"00011798.txt",0.0849435943259243
"00011800.txt",0.0984364184209455
"00011802.txt",0.090240231402457
"00011806.txt",0.0955042502688117
"00011809.txt",0.0970952862703407
"00011811.txt",0.0799396952456162
"00011816.txt",0.0792178538302826
"00011818.txt",0.09493555885541
"00011819.txt",0.0915619287345456
"00011822.txt",0.10006502935229
"00011826.txt",0.0993895824914393
"00011829.txt",0.0860597012685957
"00011831.txt",0.108175427872861
"00011833.txt",0.0866802110948688
"00011835.txt",0.0867811177618452
"00011838.txt",0.112384875451755
"00011842.txt",0.101124232190213
"00011843.txt",0.0775525047731612
"00011844.txt",0.101138774415372
"00011845.txt",0.0909358109763067
"00011846.txt",0.0834592373239862
"00011847.txt",0.0902694273260183
"00011849.txt",0.0890645956146097
"00011850.txt",0.0784242813898042
"00011852.txt",0.0853969820899732
"00011854.txt",0.0892731946716523
"00011855.txt",0.103065060309716
"00011858.txt",0.105768701188549
"00011860.txt",0.0855333982672887
"00011864.txt",0.0824437436909856
"00011865.txt",0.0868440870145924
"00011868.txt",0.0808415159728085
"00011870.txt",0.0787369451697128
"00011874.txt",0.087963727432849
"00011878.txt",0.0841822398871985
"00011879.txt",0.0985837358047252
"00011884.txt",0.0946321560627311
"00011885.txt",0.102164531584491
"00011886.txt",0.0908300223368717
"00011890.txt",0.088614968776214
"00011892.txt",0.0917047601633449
"00011893.txt",0.114840768316336
"00011894.txt",0.0964706781085279
"00011900.txt",0.0933140701500923
"00011901.txt",0.0771832915837027
"00011902.txt",0.0963228251363845
"00011904.txt",0.0964458393417593
"00011909.txt",0.109702343042939
"00011911.txt",0.100359493721308
"00011912.txt",0.0994999719085342
"00011913.txt",0.0882138725847222
"00011923.txt",0.0839315442498502
"00011932.txt",0.0774379240240309
"00011933.txt",0.101352445740201
"00020001.txt",0.090944567928466
"00020003.txt",0.0948876783994711
"00020005.txt",0.0960611103998634
"00020006.txt",0.0764095652991507
"00020008.txt",0.0848965885675036
"00020010.txt",0.0877753252242521
"00020012.txt",0.0958684401864762
"00020013.txt",0.0930237001232292
"00020014.txt",0.0888364954736538
"00020015.txt",0.107489152399004
"00020016.txt",0.0859205852058941
"00020018.txt",0.0895538933376971
"00020021.txt",0.097176773654529
"00020022.txt",0.0876701639983837
"00020023.txt",0.0914663689410377
"00020024.txt",0.107241402516993
"00020028.txt",0.0966209520156005
"00020030.txt",0.0944510351946059
"00020031.txt",0.0956453606427121
"00020032.txt",0.0772705790775903
"00020033.txt",0.0769391814089815
"00020034.txt",0.103055914230935
"00020035.txt",0.0733297765131306
"00020036.txt",0.0830293722403532
"00020037.txt",0.0834087716560012
"00020039.txt",0.11615693952061
"00020040.txt",0.110566255223092
"00020044.txt",0.108334938499216
"00020045.txt",0.0878226426591994
"00020046.txt",0.0875199182225429
"00020047.txt",0.0828771401278566
"00020048.txt",0.0996360684924334
"00020050.txt",0.0941217052050623
"00020051.txt",0.0816534630167072
"00020052.txt",0.0926673356704258
"00020054.txt",0.0875581306701227
"00020055.txt",0.100192546901358
"00020056.txt",0.0848488832405744
"00020058.txt",0.0815480406043437
"00020059.txt",0.0772048074111691
"00020060.txt",0.0807626538987688
"00020061.txt",0.107561424854643
"00020062.txt",0.0991938258125308
"00020065.txt",0.0862539220310481
"00020066.txt",0.091237352282382
"00020068.txt",0.101585522390758
"00020069.txt",0.0926105524645671
"00020070.txt",0.0854065994753555
"00020071.txt",0.0819970337837284
"00020072.txt",0.0890790590189388
"00020073.txt",0.0774935470200717
"00020080.txt",0.100310936866297
"00020082.txt",0.0837964650145773
"00020083.txt",0.100612833966074
"00020085.txt",0.0883332862179397
"00020086.txt",0.109484203535625
"00020087.txt",0.0851049096322969
"00020088.txt",0.0899311906628343
"00020089.txt",0.0875079501664858
"00020090.txt",0.0972745319950277
"00020091.txt",0.0851518310292384
"00020092.txt",0.0905795403053173
"00020093.txt",0.0798248143608968
"00020094.txt",0.0850093640583014
"00020095.txt",0.0923673647338274
"00020096.txt",0.109076163090762
"00020097.txt",0.0821256038647343
"00020101.txt",0.0853501717751377
"00020103.txt",0.0890911208345118
"00020104.txt",0.0844524304898808
"00020107.txt",0.0881022303357409
"00020108.txt",0.0901116298605838
"00020109.txt",0.100067977778299
"00020111.txt",0.0915327331534917
"00020112.txt",0.0858655804480652
"00020116.txt",0.0845515884172055
"00020117.txt",0.111381337039289
"00020118.txt",0.104204260974674
"00020124.txt",0.0932754880694143
"00020125.txt",0.0811594970919834
"00020127.txt",0.0827904752960462
"00020128.txt",0.0895994077954617
"00020129.txt",0.128523005461051
"00020130.txt",0.0750942167217234
"00020131.txt",0.0910133121130788
"00020132.txt",0.0856369452875072
"00020134.txt",0.0813902247427816
"00020135.txt",0.101403971790767
"00020137.txt",0.0898992847759451
"00020138.txt",0.0802462870868433
"00020139.txt",0.100836617575883
"00020140.txt",0.0785387692893885
"00020142.txt",0.0992418652894064
"00020144.txt",0.0838110179207144
"00020145.txt",0.0821211342414118
"00020147.txt",0.0741077676696991
"00020148.txt",0.0853447880520354
"00020150.txt",0.088631646175954
"00020151.txt",0.100176017390133
"00020152.txt",0.0923872875092387
"00020156.txt",0.103194460607471
"00020160.txt",0.0918011007781363
"00020161.txt",0.095625
"00020167.txt",0.0794469748881454
"00020169.txt",0.101404751578237
"00020170.txt",0.0668949416342412
"00020171.txt",0.0997599154902526
"00020172.txt",0.0891093448658758
"00020173.txt",0.0848619024658576
"00020175.txt",0.0836882537913466
"00020177.txt",0.0899536523271754
"00020178.txt",0.0922120407019827
"00020180.txt",0.0750181722064363
"00020181.txt",0.115750376228747
"00020183.txt",0.0824382436315252
"00020185.txt",0.0951518548862346
"00020186.txt",0.0866150516522011
"00020187.txt",0.107386316971008
"00020188.txt",0.118073688932856
"00020190.txt",0.0893185094492387
"00020191.txt",0.0853334285051482
"00020192.txt",0.0892344805780333
"00020193.txt",0.0897975374707351
"00020194.txt",0.0899587399825438
"00020195.txt",0.0993614067561314
"00020196.txt",0.105893914990036
"00020198.txt",0.0905983997955827
"00020199.txt",0.090331216461182
"00020201.txt",0.075761534040441
"00020203.txt",0.111069216267169
"00020204.txt",0.0791407574901074
"00020205.txt",0.0732711065968513
