STORY ID	PUB. DATE	CLASS	CHAR.	NOUN
23498	1960	c20	0.6286928251	0.0714174604
23499	1960	c20	0.5527470483	0.0682162746
23500	1960	c20	0.7163380904	0.1655631914
23501	1960	c20	0.3052306489	0.0897477171
23503	1961	c20	0.7660809473	0.1826361524
23505	1962	c20	0.2985074397	0.168639403
23506	1962	c20	0.2179296746	0.0692487976
23507	1962	c20	0.6222689568	0.0817227508
23508	1962	c20	0.7864295214	0.1518007197
23509	1963	c20	0.2535254357	0.0989913013
23510	1963	c20	0.634311624	0.0439027284
23511	1963	c20	0.1820824638	0.102931118
23512	1963	c20	0.1313152812	0.065432823
23513	1964	c20	0.8090382379	0.1418027401
23514	1964	c20	0.6592135178	0.087197875
23515	1964	c20	0.6575175172	0.055836736
23516	1965	c20	0.6253487599	0.0829393959
23517	1965	c20	0.2766497919	0.0516961727
23518	1965	c20	0.7098829776	0.122508396
23519	1965	c20	0.510375838	0.134002674
23520	1966	c20	0.4416734776	0.0604872226
23521	1966	c20	0.284952722	0.1282624755
23522	1966	c20	0.6437573918	0.1523765417
23523	1967	c20	0.7886993001	0.0983749548
23525	1967	c20	0.2324962827	0.0819522959
23526	1967	c20	0.5623583958	0.124187505
23527	1968	c20	0.2026346456	0.0231431044
23528	1968	c20	0.3716507894	0.1029352724
23529	1968	c20	0.551597147	0.1082606915
23530	1969	c20	0.4177729375	0.0843698741
23531	1969	c20	0.4565003734	0.0621902993
23532	1969	c20	0.7646303695	0.1745548747
23533	1969	c20	0.3962404673	0.0555431586
23534	1970	c20	0.5716891718	0.169182468
23535	1970	c20	0.6863278258	0.1195935163
23537	1970	c20	0.5756573881	0.0767970679
23538	1971	c20	0.735151891	0.1190681643
23539	1971	c20	0.3254559363	0.086163294
23540	1971	c20	0.4751691132	0.0903520868
23541	1971	c20	0.4967797313	0.0548379855
23542	1972	c20	0.6836210452	0.0892210765
23543	1972	c20	0.6908320142	0.1153560396
23544	1972	c20	0.371605168	0.1360479643
23546	1972	c20	0.5692066244	0.1502310062
23547	1973	c20	0.5535185134	0.0847953038
23548	1973	c20	0.4546978992	0.1347649997
23549	1973	c20	0.6613203141	0.124445322
23550	1974	c20	0.5448395468	0.0426335989
23551	1974	c20	0.4048277715	0.0771648063
23552	1974	c20	0.834892399	0.1189090468
23553	1974	c20	0.1889993175	0.0542203282
23554	1975	c20	0.501147887	0.1333916901
23555	1975	c20	0.7112787914	0.1004425973
23556	1975	c20	0.6584637169	0.1005474311
23557	1975	c20	0.596111703	0.1119127645
23558	1976	c20	0.6077885964	0.0972523295
23559	1976	c20	0.3135740486	0.0391755907
23561	1977	c20	0.2562222843	0.0433798126
23562	1977	c20	0.5883135321	0.1030782901
23563	1977	c20	0.456061079	0.0525136877
23564	1977	c20	0.0761726293	0.0638605339
23565	1978	c20	0.3517230162	0.0755573621
23567	1978	c20	0.7790448128	0.1344522148
23568	1978	c20	0.4972959668	0.099522731
23569	1979	c20	0.7261193829	0.1359649827
23570	1979	c20	0.3795570538	0.2183638153
23571	1979	c20	0.3100019694	0.1703958018
23572	1979	c20	0.448463996	0.1447953956
23573	1980	c20	0.4242303799	0.1392356115
23574	1980	c20	0.7533842906	0.116268901
23575	1980	c20	0.6597658786	0.1581666227
23576	1980	c20	0.5173513178	0.0725312057
23577	1981	c20	0.689270777	0.2856417576
23578	1981	c20	0.2209784336	0.064537938
23579	1981	c20	0.5896968268	0.0754730429
23580	1981	c20	0.2449716125	0.0877170322
23581	1982	c20	0.379466446	0.1038765546
23582	1982	c20	0.8235793094	0.1850306845
23583	1982	c20	0.6147995632	0.1034021966
23584	1982	c20	0.7833401171	0.0790890563
23585	1983	c20	0.2814615175	0.0905883779
23587	1983	c20	0.7312127416	0.2916998733
23588	1983	c20	0.4820591263	0.0827696647
23589	1984	c20	0.6303996385	0.165055279
23590	1984	c20	0.3031883071	0.0447230716
23591	1984	c20	0.5672238814	0.0672573346
23592	1984	c20	0.6085185714	0.0718059141
23593	1985	c20	0.7636547053	0.0987159934
23594	1985	c20	0.42201094	0.0490043815
23595	1985	c20	0.333108118	0.1239817524
23596	1985	c20	0.510553928	0.0840619143
23597	1986	c20	0.6877013449	0.2248672752
23598	1986	c20	0.3302201012	0.1020826986
23599	1986	c20	0.4264910097	0.0603990277
23600	1987	c20	0.7326807939	0.0990643679
23601	1987	c20	0.4767644441	0.1229647218
23602	1987	c20	0.6939219363	0.094771678
23603	1987	c20	0.6442691013	0.123600094
23604	1988	c20	0.5329037724	0.0735609905
23605	1988	c20	0.4313686323	0.0775013128
23607	1989	c20	0.7050853588	0.0897699532
23608	1989	c20	0.6715014035	0.120221408
23609	1989	c20	0.8681926492	0.1361567579
23610	1989	c20	0.3137111679	0.0521048178
23611	1990	c20	0.7279172231	0.051315546
23612	1990	c20	0.7206752102	0.1010633964
1750_Richardson,Samuel_FamiliarLetters_CF	1750	c18	0.0564098743	0.0061805955
1751_Coventry,Francis_PompeytheLittle_CF	1751	c18	0.0515087928	0.0046336536
1751_Haywood,ElizaFowler_BetsyThoughtless_CF	1751	c18	0.5229204684	0.1813959755
1751_Lennox,Charlotte_HarriotStuart_CF	1751	c18	0.2348438713	0.0787587252
1751_Patlock,Robert_PeterWilkins_CF	1751	c18	0.3735948879	0.0409201757
1751_Richardson,Samuel_Clarissa_CF	1751	c18	0.573189177	0.1866916084
1751_Smolett,TobiasGeorge_PeregrinePickle_CF	1751	c18	0.3743852663	0.1500944591
1752_Fielding,Henry_Amelia_CF	1752	c18	0.579015361	0.0105103771
1752_Lennox,Charlotte_TheFemaleQuixote_CF	1752	c18	0.608304774	0.0046795114
1753_Fielding,Sarah_DavidSimple_CF	1753	c18	0.3983015418	0.003101614
1753_Haywood,ElizaFowler_JemmyandJennyJessamy_CF	1753	c18	0.4435008931	0.1871309692
1753_Smolett,TobiasGeorge_FerdinandCountFathom_CF	1753	c18	0.1463496935	0.1006798115
1754_Fielding,Sarah_TheCry_CF	1754	c18	0.2726089571	0.1108152181
1754_Richardson,Samuel_SirCharlesGrandison_CF	1754	c18	0.6717502885	0.384659192
1756_Amory,Thomas_TheLifeofJohnBuncle_CF	1756	c18	0.1258576893	0.1169858213
1759_Fielding,Sarah_CountessofDellwyn_CF	1759	c18	0.2786223747	0
1759_Johnson,Samuel_Rasselas_CF	1759	c18	0.1143764334	0.0578204908
1760_Johnstone,Charles_Chrysal_CF	1760	c18	0.0557848802	0.1098795261
1760_Sterne,Laurence_TristramShandy_CF	1760	c18	0.4376861028	0.1365792723
1761_Hawkesworth,John_AlmoranandHamlet_CF	1761	c18	0.1838833814	0.0925154093
1761_Sheridan,FrancesChamberlain_MemoirsofMissSidneyBidulph_CF	1761	c18	0.5200408458	0.1958966265
1762_Scott,Sarah_MilleniumHall_CF	1762	c18	0.3269555506	0.1166404713
1762_Smollett,TobiasGeorge_SirLauncelotGreaves_CF	1762	c18	0.2476333375	0.1130648213
1763_Brooke,Frances_LadyJuliaMandeville_CF	1763	c18	0.218823713	0.0557129674
1764_Walpole,Horace_TheCastleofOrtanto_CF	1764	c18	0.5552478432	0.01784671
1765_Brooke,Henry_TheFoolofQuality_CF	1765	c18	0.5809977277	0.010983583
1766_Goldsmith,Oliver_TheVicarofWakefield_CF	1766	c18	0.2979137958	0.098811755
1766_Scott,Sarah_TheHistoryofSirGeorgeEllison_CF	1766	c18	0.3358111696	0.09209981
1767_Sheridan,FrancesChamberlain_TheHistoryofNourjahad_CF	1767	c18	0.2250164938	0.0791464615
1768_Sterne,Laurence_ASentimentalJourney_CF	1768	c18	0.1416914396	0.1110130811
1769_Brooke,Frances_EmilyMontague_CF	1769	c18	0.2322938442	0.1528125366
1769_Smolett,TobiasGeorge_TheAdventuresofanAtom_CF	1769	c18	0.0533384246	0.0625124512
1770_Sheridan,FrancesChamberlaine_ConclusionoftheMemoirsofMissSidneyBidulph_CF	1770	c18	0.5020549644	0.1296276037
1771_Mackenzie,Henry_TheManofFeeling_CF	1771	c18	0.1160893303	0.0844706472
1771_Smolett,TobiasGeorge_HumphryClinker_CF	1771	c18	0.2035973209	0.0949165374
1773_Graves,Richard_TheSpiritualQuixote_CF	1773	c18	0.4225516061	0.0967929506
1773_Mackenzie,Henry_TheManoftheWorld_CF	1773	c18	0.3017550559	0.1044045426
1777_Mackenzie,Henry_JuliadeRoubigne_CF	1777	c18	0.1639566012	0.086093684
1778_Burney,Fanny_Evelina_CF	1778	c18	0.6451641396	0.088692155
1780_Reeve,Clara_TheOldEnglishBaron_CF	1780	c18	0.6424229903	0.123943004
Chadwyck_1790_Radcliffe_ASicilianRomance	1790	rom	0.191200862	0.0966593987
Chadwyck_1791_Inchbald_ASimpleStory	1791	rom	0.5313172881	0.1499662591
Chadwyck_1791_Radcliffe_TheRomanceof	1791	rom	0.6094613347	0.1138079045
Chadwyck_1792_Bage_ManAsHe	1792	rom	0.6598265695	0.1817159087
Chadwyck_1792_Belknap_TheForestersan	1792	rom	0.1785798002	0.0267957429
Chadwyck_1792_Holcroft_AnnaStIves	1792	rom	0.3188729374	0.1222816496
Chadwyck_1793_Brackenridge_ModernChivalryContaining	1793	rom	0.0651064262	0.114170699
Chadwyck_1793_Smith_TheOldManor	1793	rom	0.5558011139	0.15580084
Chadwyck_1794_Austen_LadySusanin	1794	rom	0.1290464226	0.0183891236
Chadwyck_1794_Godwin_ThingsAsThey	1794	rom	0.2647393887	0.0990162953
Chadwyck_1794_Holcroft_TheAdventuresof	1794	rom	0.2811330702	0.1223581378
Chadwyck_1794_Radcliffe_TheMysteriesof	1794	rom	0.6317561764	0.0356068849
Chadwyck_1794_Rowson_CharlotteATale	1794	rom	0.31841769	0.0602801935
Chadwyck_1794_Rowson_MentoriaorThe	1794	rom	0.222262335	0.1073887148
Chadwyck_1794_Rowson_TheFillede	1794	rom	0.5588032189	0.131238317
Chadwyck_1795_Fenwick_SecresyOrThe	1795	rom	0.3302249764	0.1233506358
Chadwyck_1795_Rowson_Trialsofthe	1795	rom	0.388856299	0.1261254613
Chadwyck_1796_Bage_HermsprongorMan	1796	rom	0.4336507399	0.1866289768
Chadwyck_1796_Burney_CamillaorA	1796	rom	0.710992102	0.1333949085
Chadwyck_1796_Hays_MemoirsofEmma	1796	rom	0.1574194279	0.0496950788
Chadwyck_1796_Inchbald_NatureandArt	1796	rom	0.1969290741	0.0687047606
Chadwyck_1796_Lewis_TheMonkA	1796	rom	0.3620302459	0.0507359737
Chadwyck_1797_Foster_TheCoquetteor	1797	rom	0.1745149239	0.0814761573
Chadwyck_1797_Radcliffe_TheItalianor	1797	rom	0.4933770865	0.1237040785
Chadwyck_1797_Robinson_WalsinghamorThe	1797	rom	0.5020291411	0.0838199184
Chadwyck_1797_Tyler_TheAlgerineCaptive	1797	rom	0.0348211939	0.033858308
Chadwyck_1798_Brown_Wieland1798	1798	rom	0.0846374532	0.0236363179
Chadwyck_1798_Foster_TheBoardingSchool	1798	rom	0.0459604754	0.0320232791
Chadwyck_1798_Rowson_ReubenandRachel	1798	rom	0.4921917757	0.163782673
Chadwyck_1798_Shelley_TheWrongsof	1798	rom	0.1174187963	0.0436493666
Chadwyck_1799_Brown_EdgarHuntlyvolume	1799	rom	0.0233344487	0.0306993535
Chadwyck_1799_Brown_OrmondorThe	1799	rom	0.2040409816	0.1447392797
Chadwyck_1799_Godwin_StLeonA	1799	rom	0.1065190806	0.1094007073
Chadwyck_1799_Hays_TheVictimof	1799	rom	0.0989658586	0.0393456329
Chadwyck_1800_Brown_ArthurMervynor	1800	rom	0.1147391571	0.0489442404
Chadwyck_1800_Edgeworth_CastleRackrentAn	1800	rom	0.144152388	0.1494983707
Chadwyck_1800_Moore_MordauntSketchesof	1800	rom	0.2402027856	0.1413266857
Chadwyck_1801_Brown_ClaraHowardIn	1801	rom	0.0959590426	0.0361176682
Chadwyck_1801_Brown_JaneTalbot	1801	rom	0.127971745	0.0540117728
Chadwyck_1801_Edgeworth_BelindaByMaria	1801	rom	0.6298298968	0.1584641109
Chadwyck_1805_Austen_TheWatsonsin	1805	rom	0.1277094431	0.0375646845
Chadwyck_1805_Godwin_FleetwoodOrThe	1805	rom	0.1577497661	0.0967261281
Chadwyck_1805_Opie_AdelineMowbrayOr	1805	rom	0.4688686257	0.1158159386
Chadwyck_1806_Dacre_ZofloyaorThe	1806	rom	0.3286714359	0.2024322773
Chadwyck_1806_Morgan_TheWildIrish	1806	rom	0.1597866807	0.0611802248
Chadwyck_1809_Edgeworth_EnnuiorMemoirs	1809	rom	0.2796794435	0.1103150091
Chadwyck_1809_More_CoelebsinSearch	1809	rom	0.5124729352	0.1056977982
Chadwyck_1809_Tyler_TheYankeyin	1809	rom	0.0185154189	0.0233294533
Chadwyck_1810_Brunton_Self-ControlANovel	1810	rom	0.5298129559	0.0964937135
Chadwyck_1810_Porter_TheScottishChiefs	1810	rom	0.5983806371	0.3982259819
Chadwyck_1810_Shelley_ZastrozziARomance	1810	rom	0.2021585581	0.0576813707
Chadwyck_1811_Austen_SenseandSensibility	1811	rom	0.5298419723	0.1243270995
Chadwyck_1811_Mitchell_AShortAccount	1811	rom	0.2484334494	0.0830915829
Chadwyck_1811_Mitchell_TheAsylumor	1811	rom	0.3478137694	0.0721141674
Chadwyck_1811_Shelley_StIrvyneor	1811	rom	0.2229236103	0.0860055889
Chadwyck_1812_Edgeworth_TheAbsenteein	1812	rom	0.5063543572	0.3910456818
Chadwyck_1813_Austen_PrideandPrejudice	1813	rom	0.4525005026	0.1820975585
Chadwyck_1813_Rowson_SarahorThe	1813	rom	0.2334216134	0.1320120082
Chadwyck_1814_Austen_MansfieldParkA	1814	rom	0.5591035634	0.149050722
Chadwyck_1814_Barrett_TheHeroineOr	1814	rom	0.4254347368	0.030202818
Chadwyck_1814_Burney_TheWandereror	1814	rom	0.6721662239	0.1685609596
Chadwyck_1814_Edgeworth_PatronageByMaria	1814	rom	0.6852840948	0.1659730625
Chadwyck_1814_Scott_WaverleyorTis	1814	rom	0.3797707068	0.1930690852
Chadwyck_1815_Scott_GuyManneringOr	1815	rom	0.5855025343	0.1665448934
Chadwyck_1815_Scott_TheAntiquaryin	1815	rom	0.6224797838	0.0986118745
Chadwyck_1816_Austen_EmmaANovel	1816	rom	0.5999202618	0.165428365
Chadwyck_1816_Scott_OldMortalityin	1816	rom	0.5064779837	0.0583783335
Chadwyck_1816_Scott_TheBlackDwarf	1816	rom	0.546753243	0.0334182648
Chadwyck_1817_Austen_SanditoninThe	1817	rom	0.0858800138	0.0331159993
Chadwyck_1817_Edgeworth_OrmondATale	1817	rom	0.4700304281	0.1764151142
Chadwyck_1817_Scott_RobRoyin	1817	rom	0.5764187514	0.1391104708
Chadwyck_1818_Austen_NorthangerAbbeyand	1818	rom	0.3882324817	0.1096967231
Chadwyck_1818_Austen_PersuasionBythe	1818	rom	0.4535548071	0.1223141779
Chadwyck_1818_Ferrier_MarriageANovel	1818	rom	0.4673605878	0.061805105
Chadwyck_1818_Peacock_NightmareAbbey	1818	rom	0.2036105456	0.0549581013
Chadwyck_1818_Scott_TheHeartof	1818	rom	0.5987027331	0.0903538377
Chadwyck_1818_Shelley_FrankensteinorThe	1818	rom	0.1658227188	0.0426586304
Chadwyck_1819_Scott_ALegendof	1819	rom	0.5426877325	0.1093349226
Chadwyck_1819_Scott_IvanhoeARomance	1819	rom	0.7467072415	0.1565581777
Chadwyck_1819_Scott_TheBrideof	1819	rom	0.4465866463	0.1851428668
Chadwyck_1820_Cooper_Precautionvolume1	1820	rom	0.5185141946	0.216172511
Chadwyck_1820_Maturin_MelmothTheWanderer	1820	rom	0.3926019746	0.0888753519
Chadwyck_1821_Cooper_TheSpyvolume	1821	rom	0.5861437919	0.1282287745
Chadwyck_1821_Galt_AnnalsOfThe	1821	rom	0.184954129	0.0788781491
Chadwyck_1821_Galt_TheAyrshireLegatees	1821	rom	0.2817511076	0.062231277
Chadwyck_1821_Scott_Kenilworthinthe	1821	rom	0.6809009638	0.14078654
Chadwyck_1822_Galt_TheProvost	1822	rom	0.1255302515	0.0544227603
Chadwyck_1822_Neal_LoganAFamily	1822	rom	0.4064202706	0.1169613954
Chadwyck_1822_Sedgwick_ANew-EnglandTale	1822	rom	0.4553763612	0.0765939784
Chadwyck_1823_Cooper_ThePioneersvolume	1823	rom	0.6057865958	0.1646652408
Chadwyck_1823_Galt_TheEntailor	1823	rom	0.5120303108	0.1328899223
Chadwyck_1823_M'Henry_TheWildernessor	1823	rom	0.4949480891	0.125355903
Chadwyck_1823_Neal_ErrataorThe	1823	rom	0.3656877552	0.1170970142
Chadwyck_1823_Neal_RandolphANovel	1823	rom	0.3403337362	0.1444042096
Chadwyck_1823_Neal_Seventy-sixvolume1	1823	rom	0.7132617618	0.1060632077
Chadwyck_1823_Paulding_KoningsmarketheLong	1823	rom	0.1471484302	0.0845980398
Chadwyck_1823_Scott_QuentinDurwardin	1823	rom	0.6361168231	0.1374752878
Chadwyck_1823_Scott_StRonanWell	1823	rom	0.4478768078	0.1374089223
Chadwyck_1823_Shelley_ValpergaOrthe	1823	rom	0.2667407322	0.0797258026
Chadwyck_1824_Brainard_LettersFoundin	1824	rom	0.2174988099	0.0216062249
Chadwyck_1824_Child_Hobomok1824	1824	rom	0.3789281511	0.0600231638
Chadwyck_1824_Hogg_ThePrivateMemoirs	1824	rom	0.2429165992	0.0553593334
Chadwyck_1824_M'Henry_O'HalloranorThe	1824	rom	0.4444101668	0.0751894439
Chadwyck_1824_Scott_Redgauntletinthe	1824	rom	0.7334698441	0.2115211469
Chadwyck_1824_Sedgwick_RedwoodATale	1824	rom	0.5148161434	0.1300037225
Chadwyck_1824_Sigourney_SketchofConnecticut	1824	rom	0.0758114262	0.0500936539
Chadwyck_1825_Child_TheRebelsor	1825	rom	0.5661180766	0.0730042004
Chadwyck_1825_Cooper_LionelLincolnor	1825	rom	0.519078875	0.0763321656
Chadwyck_1825_Paulding_JohnBullin	1825	rom	0.0694243459	0.0418074011
Chadwyck_1825_Sedgwick_TheTravellersA	1825	rom	0.3320670682	0.086549001
Chadwyck_1826_Cooper_TheLastof	1826	rom	0.2946992673	0.0906003507
Chadwyck_1826_Disraeli_VivianGrey	1826	rom	0.6681577575	0.1249327094
Chadwyck_1826_Flint_FrancisBerrianor	1826	rom	0.2610719511	0.0867620989
Chadwyck_1826_Paulding_TheMerryTales	1826	rom	0.1338932869	0.0618870499
Chadwyck_1826_Shelley_TheLastMan	1826	rom	0.3118890037	0.0905060982
Chadwyck_1827_Cooper_ThePrairievolume	1827	rom	0.3193782324	0.1106280104
Chadwyck_1827_Judah_TheBuccaneersA	1827	rom	0.2406894496	0.1047846044
Chadwyck_1827_Royall_TheTennesseanA	1827	rom	0.5248561607	0.1912979676
Chadwyck_1827_Sedgwick_HopeLeslievolume	1827	rom	0.6186543672	0.0921830432
Chadwyck_1828_Cooper_TheRedRover	1828	rom	0.2237870391	0.1041445792
Chadwyck_1828_Flint_TheLifeand	1828	rom	0.073619187	0.062968398
Chadwyck_1828_Hawthorne_Fanshawe1828	1828	rom	0.1674848691	0.0302360011
Chadwyck_1828_Lytton_PelhamOrThe	1828	rom	0.4979329306	0.1118342962
Chadwyck_1828_Neal_RachelDyerA	1828	rom	0.1837226357	0.066926509
Chadwyck_1828_Paulding_TheNewMirror	1828	rom	0.0602655838	0.1153935156
Chadwyck_1828_Rowson_CharlotteDaughteror	1828	rom	0.3333443451	0.1408668185
Chadwyck_1828_Sedgwick_RomanceinReal	1828	rom	0.0659576285	0.0362180416
Chadwyck_1829_Cooper_TheWeptof	1829	rom	0.2011648546	0.1012279159
Chadwyck_1829_Flint_GeorgeMasonthe	1829	rom	0.1501369842	0.0681922376
Chadwyck_1829_Paulding_Talesofthe	1829	rom	0.269604496	0.119437082
Chadwyck_1830_Flint_TheShoshoneValley	1830	rom	0.359302278	0.0825819773
Chadwyck_1830_M'Henry_TheBetrothedof	1830	rom	0.2802421048	0.0181645634
Chadwyck_1830_Neal_AuthorshipATale	1830	rom	0.1578928616	0.1120381002
Chadwyck_1830_Paulding_Chroniclesofthe	1830	rom	0.3775218311	0.0636338946
Chadwyck_1830_Sedgwick_ClarenceorA	1830	rom	0.4577491339	0.2382871434
Chadwyck_1830_Shelley_TheFortunesof	1830	rom	0.4125532562	0.2147934683
Chadwyck_1831_Bacon_Talesofthe	1831	rom	0.3271244714	0.0974079476
Chadwyck_1831_Cooper_TheBravovolume	1831	rom	0.2559408446	0.1524768941
Chadwyck_1831_Cooper_TheWater-Witchvolume	1831	rom	0.1356447273	0.119372803
Chadwyck_1831_M'Henry_MeredithorThe	1831	rom	0.3767581444	0.0751512879
Chadwyck_1831_Paulding_TheDutchmanFireside	1831	rom	0.3476822796	0.065680351
Chadwyck_1831_Peacock_CrotchetCastle	1831	rom	0.0666809654	0.0633146536
Chadwyck_1831_Shelley_FrankensteinOrThe	1831	rom	0.1510575529	0.0458577893
Chadwyck_1839_Dickens_TheLifeand	1839	vic	0.7761425176	0.1552116896
Chadwyck_1839_Fay_SydneyCliftonor	1839	vic	0.3138037509	0.0841622205
Chadwyck_1839_Ingraham_CaptainKydor	1839	vic	0.4065186434	0.0703328666
Chadwyck_1839_Kirkland_ANewHome--Who'll	1839	vic	0.1499144593	0.0535007835
Chadwyck_1839_Motley_MortonHopeor	1839	vic	0.3111581862	0.0565604435
Chadwyck_1839_Simms_TheDamselof	1839	vic	0.2633003566	0.1403874336
Chadwyck_1839_Taylor_ConfessionsOfA	1839	vic	0.5332308588	0.1194560734
Chadwyck_1839_Thompson_TheGreenMountain	1839	vic	0.4382168072	0.104619721
Chadwyck_1840_Cooper_MercedesofCastile	1840	vic	0.2618307138	0.1067264835
Chadwyck_1840_Cooper_ThePathfinderor	1840	vic	0.1986891799	0.1302621944
Chadwyck_1840_Fay_TheCountessIda	1840	vic	0.70001967	0.1163983352
Chadwyck_1840_Hoffman_GreyslaerARomance	1840	vic	0.3025660081	0.0886838421
Chadwyck_1840_Kennedy_QuodlibetContainingSome	1840	vic	0.3659551656	0.0939003406
Chadwyck_1840_Poe_Talesofthe	1840	vic	0.0715081274	0.0263923304
Chadwyck_1840_Simms_BorderBeaglesA	1840	vic	0.3553460702	0.1207671307
Chadwyck_1840_Thackeray_CatherineAStory	1840	vic	0.4875788238	0.1438331917
Chadwyck_1840_Thomas_HowardPinckneyVolume	1840	vic	0.6509640416	0.163588088
Chadwyck_1840_Trollope_TheLifeand	1840	vic	0.6489709275	0.166229668
Chadwyck_1841_Cooper_TheDeerslayervolume	1841	vic	0.2843340273	0.1316014793
Chadwyck_1841_Dickens_BarnabyRudgein	1841	vic	0.7821781965	0.097607774
Chadwyck_1841_Dickens_TheOldCuriosity	1841	vic	0.5839917886	0.1214279583
Chadwyck_1841_Ingraham_TheQuadrooneor	1841	vic	0.406271561	0.1010175132
Chadwyck_1841_Simms_TheKinsmenor	1841	vic	0.394906738	0.1143137059
Chadwyck_1841_Ware_JulianorScenes	1841	vic	0.428557592	0.1304669671
Chadwyck_1842_Cooper_TheTwoAdmirals	1842	vic	0.2883910999	0.1590878732
Chadwyck_1842_Cooper_TheWing-and-Wingor	1842	vic	0.383391394	0.1294313839
Chadwyck_1842_Mathews_TheCareerof	1842	vic	0.3901962415	0.0940413713
Chadwyck_1842_Simms_Beauchampevolume1	1842	vic	0.4994434773	0.1731688705
Chadwyck_1843_Briggs_BankruptStoriesEdited	1843	vic	0.5728080113	0.2290295459
Chadwyck_1843_Cooper_NedMyersor	1843	vic	0.16643138	0.1285794568
Chadwyck_1843_Cooper_Wyandotteorthe	1843	vic	0.411143748	0.1047821232
Chadwyck_1843_Fay_HobokenARomance	1843	vic	0.8462943964	0.1219653015
Chadwyck_1843_Hall_TheNewPurchase	1843	vic	0.1185102368	0.0821971544
Chadwyck_1843_Herbert_MarmadukeWyvilor	1843	vic	0.3624761521	0.0898213891
Chadwyck_1843_Mathews_TheVariousWritings	1843	vic	0.3604408898	0.1174962514
Chadwyck_1844_Clark_TheLiteraryRemains	1844	vic	0.0682662648	0.059398878
Chadwyck_1844_Dickens_TheLifeand	1844	vic	0.874785878	0.1835060339
Chadwyck_1844_Disraeli_ConingsbyorThe	1844	vic	0.6764413385	0.1327766971
Chadwyck_1844_Lever_TomBurkeOf	1844	vic	0.4822094856	0.1032874418
Chadwyck_1844_Lippard_TheLadyeAnnabel	1844	vic	0.3391545667	0.1814855154
Chadwyck_1845_Caruthers_TheKnightsof	1845	vic	0.5269511964	0.0836135228
Chadwyck_1845_Cooper_SatanstoeorThe	1845	vic	0.400144525	0.1577038367
Chadwyck_1845_Cooper_TheChainbeareror	1845	vic	0.2832812219	0.1499111144
Chadwyck_1845_Disraeli_SybilorThe	1845	vic	0.7494968527	0.1987711417
Chadwyck_1845_Herbert_TheWarwickWoodlands	1845	vic	0.2939657495	0.1224554048
Chadwyck_1845_Kirkland_WesternClearings	1845	vic	0.3166356912	0.1125367077
Chadwyck_1845_Simms_CountJulianor	1845	vic	0.2891685777	0.2011646884
Chadwyck_1845_Simms_TheWigwamand	1845	vic	0.3032542451	0.1255385059
Chadwyck_1845_Willis_DashesatLife	1845	vic	0.2586795168	0.1828720723
Chadwyck_1846_Cooper_ElinorWyllysor	1846	vic	0.6557264996	0.1105851933
Chadwyck_1846_Cooper_TheRedskinsor	1846	vic	0.2851805687	0.0930619522
Chadwyck_1846_Hall_SomethingforEvery	1846	vic	0.0427010663	0.0617657772
Chadwyck_1846_Hawthorne_Mossesfroman	1846	vic	0.274594787	0.0638219567
Chadwyck_1846_Herbert_TheRomanTraitor	1846	vic	0.2793145045	0.0659773873
Chadwyck_1846_Ingraham_TheSlaveKing	1846	vic	0.3507884239	0.0758928722
Chadwyck_1846_Melville_TypeeAPeep	1846	vic	0.0366983748	0.0557239167
Chadwyck_1847_Bennett_TheBanditsof	1847	vic	0.5168942896	0.0700139055
Chadwyck_1847_Bronte_AgnesGreyA	1847	vic	0.2927484145	0.0626397456
Chadwyck_1847_Bronte_JaneEyreAn	1847	vic	0.5023615984	0.0722225854
Chadwyck_1847_Bronte_WutheringHeightsA	1847	vic	0.5177241167	0.0863190708
Chadwyck_1847_Cooper_TheCrateror	1847	vic	0.3431258223	0.1161414039
Chadwyck_1847_Disraeli_TancredorThe	1847	vic	0.6361714985	0.0786507488
Chadwyck_1847_Herbert_IngleboroughHalland	1847	vic	0.2972688247	0.0859917622
Chadwyck_1847_Ingraham_BlancheTalbotor	1847	vic	0.4614910618	0.1146691762
Chadwyck_1847_Ingraham_PaulPerrilthe	1847	vic	0.2679690012	0.0745392454
Chadwyck_1847_Lippard_WashingtonandHis	1847	vic	0.1980490397	0.1888633278
Chadwyck_1847_Melville_OmooANarrative	1847	vic	0.143061494	0.1199941567
Chadwyck_1847_Thompson_LockeAmsdenor	1847	vic	0.2366555815	0.0845676336
Chadwyck_1848_Bennett_TheRenegadeA	1848	vic	0.2310729503	0.0388246602
Chadwyck_1848_Bennett_TheTrapperBride	1848	vic	0.1894118445	0.0517001103
Chadwyck_1848_Bronte_TheTenantof	1848	vic	0.5456321184	0.0831721049
Chadwyck_1848_Cooper_JackTiervolume	1848	vic	0.4662409828	0.1633684695
Chadwyck_1848_Cooper_TheOakOpenings	1848	vic	0.3049755278	0.1527540814
Chadwyck_1848_Dickens_DombeyandSon	1848	vic	0.7743553369	0.1300932576
Chadwyck_1848_Lippard_PaulArdenheimthe	1848	vic	0.5573245139	0.12054633
Chadwyck_1848_Newman_LossandGain	1848	vic	0.7575591382	0.1646427314
Chadwyck_1848_Thackeray_VanityFairA	1848	vic	0.727301038	0.2668805329
Chadwyck_1849_Bennett_Leni-LeotiorAdventures	1849	vic	0.2700022804	0.0506838909
Chadwyck_1849_Bronte_ShirleyATale	1849	vic	0.5128418539	0.1755647793
